,Participant.Private.ID,Age,Gender,needForMoney,blockOrder,randomise_blocks,effortL,rewardL,effortChoice,effortSelfReport,gamblingChoice,happySelfReport,subjEffort1,subjEffort3,subjEffort5,subjEffort7,subjFrust1,subjFrust3,subjFrust5,subjFrust7,nfc,ami
515,2901271,20,female,9,3,6,3,4,high,91,safe,79,2,4,7,9,1,3,9,8,2.722222222,3.222222222
516,2901271,20,female,9,4,25,1,6,high,56,safe,97,2,4,7,9,1,3,9,8,2.722222222,3.222222222
517,2901271,20,female,9,5,3,5,2,high,98,safe,24,2,4,7,9,1,3,9,8,2.722222222,3.222222222
518,2901271,20,female,9,6,7,5,4,high,96,safe,45,2,4,7,9,1,3,9,8,2.722222222,3.222222222
519,2901271,20,female,9,7,29,1,10,high,27,safe,98,2,4,7,9,1,3,9,8,2.722222222,3.222222222
520,2901271,20,female,9,8,14,3,10,high,68,safe,98,2,4,7,9,1,3,9,8,2.722222222,3.222222222
521,2901271,20,female,9,9,20,7,2,low,0,risky,61,2,4,7,9,1,3,9,8,2.722222222,3.222222222
522,2901271,20,female,9,10,21,1,4,high,26,risky,97,2,4,7,9,1,3,9,8,2.722222222,3.222222222
523,2901271,20,female,9,11,9,1,6,high,26,safe,88,2,4,7,9,1,3,9,8,2.722222222,3.222222222
524,2901271,20,female,9,12,26,3,6,high,65,safe,99,2,4,7,9,1,3,9,8,2.722222222,3.222222222
525,2901271,20,female,9,13,31,5,10,high,68,safe,98,2,4,7,9,1,3,9,8,2.722222222,3.222222222
526,2901271,20,female,9,14,4,7,2,low,2,safe,33,2,4,7,9,1,3,9,8,2.722222222,3.222222222
527,2901271,20,female,9,15,24,7,4,high,90,safe,77,2,4,7,9,1,3,9,8,2.722222222,3.222222222
528,2901271,20,female,9,16,16,7,10,high,99,risky,89,2,4,7,9,1,3,9,8,2.722222222,3.222222222
529,2901271,20,female,9,17,28,7,6,high,97,risky,95,2,4,7,9,1,3,9,8,2.722222222,3.222222222
530,2901271,20,female,9,18,5,1,4,high,27,risky,97,2,4,7,9,1,3,9,8,2.722222222,3.222222222
531,2901271,20,female,9,19,23,5,4,high,95,risky,76,2,4,7,9,1,3,9,8,2.722222222,3.222222222
532,2901271,20,female,9,20,18,3,2,high,69,risky,60,2,4,7,9,1,3,9,8,2.722222222,3.222222222
533,2901271,20,female,9,21,19,5,2,high,88,risky,34,2,4,7,9,1,3,9,8,2.722222222,3.222222222
534,2901271,20,female,9,22,8,7,4,low,1,risky,3,2,4,7,9,1,3,9,8,2.722222222,3.222222222
535,2901271,20,female,9,23,27,5,6,high,63,risky,96,2,4,7,9,1,3,9,8,2.722222222,3.222222222
536,2901271,20,female,9,24,1,1,2,high,66,risky,39,2,4,7,9,1,3,9,8,2.722222222,3.222222222
537,2901271,20,female,9,25,11,5,6,high,71,risky,97,2,4,7,9,1,3,9,8,2.722222222,3.222222222
538,2901271,20,female,9,26,17,1,2,high,34,safe,67,2,4,7,9,1,3,9,8,2.722222222,3.222222222
539,2901271,20,female,9,27,12,7,6,high,93,safe,99,2,4,7,9,1,3,9,8,2.722222222,3.222222222
540,2901271,20,female,9,28,13,1,10,high,20,risky,97,2,4,7,9,1,3,9,8,2.722222222,3.222222222
541,2901271,20,female,9,29,15,5,10,high,96,safe,48,2,4,7,9,1,3,9,8,2.722222222,3.222222222
542,2901271,20,female,9,30,10,3,6,high,68,risky,68,2,4,7,9,1,3,9,8,2.722222222,3.222222222
543,2901271,20,female,9,31,22,3,4,high,51,risky,62,2,4,7,9,1,3,9,8,2.722222222,3.222222222
544,2901271,20,female,9,32,32,7,10,high,97,risky,98,2,4,7,9,1,3,9,8,2.722222222,3.222222222
545,2901429,21,female,8,1,6,3,4,high,35,risky,71,1,2,7,9,1,3,6,10,3.222222222,3.722222222
546,2901429,21,female,8,2,14,3,10,low,0,risky,43,1,2,7,9,1,3,6,10,3.222222222,3.722222222
547,2901429,21,female,8,3,1,1,2,high,62,safe,54,1,2,7,9,1,3,6,10,3.222222222,3.722222222
548,2901429,21,female,8,4,12,7,6,high,31,safe,100,1,2,7,9,1,3,6,10,3.222222222,3.722222222
549,2901429,21,female,8,5,5,1,4,high,38,risky,74,1,2,7,9,1,3,6,10,3.222222222,3.722222222
550,2901429,21,female,8,6,32,7,10,high,71,risky,90,1,2,7,9,1,3,6,10,3.222222222,3.722222222
551,2901429,21,female,8,7,28,7,6,high,25,safe,98,1,2,7,9,1,3,6,10,3.222222222,3.722222222
552,2901429,21,female,8,8,17,1,2,high,31,safe,99,1,2,7,9,1,3,6,10,3.222222222,3.722222222
553,2901429,21,female,8,9,10,3,6,high,33,safe,98,1,2,7,9,1,3,6,10,3.222222222,3.722222222
554,2901429,21,female,8,10,11,5,6,high,56,safe,79,1,2,7,9,1,3,6,10,3.222222222,3.722222222
555,2901429,21,female,8,11,21,1,4,high,19,risky,100,1,2,7,9,1,3,6,10,3.222222222,3.722222222
556,2901429,21,female,8,12,3,5,2,high,69,risky,51,1,2,7,9,1,3,6,10,3.222222222,3.722222222
557,2901429,21,female,8,13,23,5,4,high,72,risky,78,1,2,7,9,1,3,6,10,3.222222222,3.722222222
558,2901429,21,female,8,14,19,5,2,low,0,risky,98,1,2,7,9,1,3,6,10,3.222222222,3.722222222
559,2901429,21,female,8,15,7,5,4,high,76,safe,98,1,2,7,9,1,3,6,10,3.222222222,3.722222222
560,2901429,21,female,8,16,29,1,10,high,0,safe,100,1,2,7,9,1,3,6,10,3.222222222,3.722222222
561,2901429,21,female,8,17,25,1,6,high,34,risky,99,1,2,7,9,1,3,6,10,3.222222222,3.722222222
562,2901429,21,female,8,18,30,3,10,high,61,risky,99,1,2,7,9,1,3,6,10,3.222222222,3.722222222
563,2901429,21,female,8,19,18,3,2,high,11,safe,60,1,2,7,9,1,3,6,10,3.222222222,3.722222222
564,2901429,21,female,8,20,4,7,2,low,1,safe,49,1,2,7,9,1,3,6,10,3.222222222,3.722222222
565,2901429,21,female,8,21,20,7,2,low,1,risky,39,1,2,7,9,1,3,6,10,3.222222222,3.722222222
566,2901429,21,female,8,22,26,3,6,high,2,risky,75,1,2,7,9,1,3,6,10,3.222222222,3.722222222
567,2901429,21,female,8,23,16,7,10,high,31,risky,91,1,2,7,9,1,3,6,10,3.222222222,3.722222222
568,2901429,21,female,8,24,9,1,6,high,34,risky,78,1,2,7,9,1,3,6,10,3.222222222,3.722222222
569,2901429,21,female,8,25,31,5,10,high,26,risky,98,1,2,7,9,1,3,6,10,3.222222222,3.722222222
570,2901429,21,female,8,26,8,7,4,low,1,safe,7,1,2,7,9,1,3,6,10,3.222222222,3.722222222
571,2901429,21,female,8,27,15,5,10,high,24,risky,66,1,2,7,9,1,3,6,10,3.222222222,3.722222222
572,2901429,21,female,8,28,22,3,4,high,25,safe,70,1,2,7,9,1,3,6,10,3.222222222,3.722222222
573,2901429,21,female,8,29,2,3,2,low,0,safe,97,1,2,7,9,1,3,6,10,3.222222222,3.722222222
574,2901429,21,female,8,30,13,1,10,high,1,safe,97,1,2,7,9,1,3,6,10,3.222222222,3.722222222
575,2901429,21,female,8,31,24,7,4,low,1,risky,8,1,2,7,9,1,3,6,10,3.222222222,3.722222222
576,2901429,21,female,8,32,27,5,6,high,66,risky,80,1,2,7,9,1,3,6,10,3.222222222,3.722222222
577,2901454,18,male,10,1,18,3,2,low,65,safe,76,9,8,8,8,8,8,9,9,3,3.833333333
578,2901454,18,male,10,2,7,5,4,low,81,risky,87,9,8,8,8,8,8,9,9,3,3.833333333
579,2901454,18,male,10,3,19,5,2,high,60,risky,80,9,8,8,8,8,8,9,9,3,3.833333333
580,2901454,18,male,10,4,25,1,6,high,84,risky,95,9,8,8,8,8,8,9,9,3,3.833333333
581,2901454,18,male,10,5,14,3,10,high,68,safe,66,9,8,8,8,8,8,9,9,3,3.833333333
582,2901454,18,male,10,6,13,1,10,high,87,risky,82,9,8,8,8,8,8,9,9,3,3.833333333
583,2901454,18,male,10,7,15,5,10,high,80,risky,71,9,8,8,8,8,8,9,9,3,3.833333333
584,2901454,18,male,10,8,9,1,6,high,78,safe,61,9,8,8,8,8,8,9,9,3,3.833333333
585,2901454,18,male,10,9,17,1,2,low,59,risky,86,9,8,8,8,8,8,9,9,3,3.833333333
586,2901454,18,male,10,10,16,7,10,high,57,risky,50,9,8,8,8,8,8,9,9,3,3.833333333
587,2901454,18,male,10,11,28,7,6,high,61,risky,63,9,8,8,8,8,8,9,9,3,3.833333333
588,2901454,18,male,10,12,24,7,4,high,62,safe,52,9,8,8,8,8,8,9,9,3,3.833333333
589,2901454,18,male,10,13,10,3,6,high,68,safe,52,9,8,8,8,8,8,9,9,3,3.833333333
590,2901454,18,male,10,14,22,3,4,high,64,safe,69,9,8,8,8,8,8,9,9,3,3.833333333
591,2901454,18,male,10,15,3,5,2,high,65,risky,56,9,8,8,8,8,8,9,9,3,3.833333333
592,2901454,18,male,10,16,27,5,6,high,68,risky,79,9,8,8,8,8,8,9,9,3,3.833333333
593,2901454,18,male,10,17,4,7,2,high,77,safe,59,9,8,8,8,8,8,9,9,3,3.833333333
594,2901454,18,male,10,18,11,5,6,high,73,safe,70,9,8,8,8,8,8,9,9,3,3.833333333
595,2901454,18,male,10,19,31,5,10,high,76,risky,74,9,8,8,8,8,8,9,9,3,3.833333333
596,2901454,18,male,10,20,1,1,2,high,40,risky,45,9,8,8,8,8,8,9,9,3,3.833333333
597,2901454,18,male,10,21,32,7,10,high,65,risky,81,9,8,8,8,8,8,9,9,3,3.833333333
598,2901454,18,male,10,22,2,3,2,high,74,risky,51,9,8,8,8,8,8,9,9,3,3.833333333
599,2901454,18,male,10,23,26,3,6,high,79,safe,79,9,8,8,8,8,8,9,9,3,3.833333333
600,2901454,18,male,10,24,23,5,4,high,65,risky,56,9,8,8,8,8,8,9,9,3,3.833333333
601,2901454,18,male,10,25,29,1,10,high,41,risky,62,9,8,8,8,8,8,9,9,3,3.833333333
602,2901454,18,male,10,26,20,7,2,high,57,risky,71,9,8,8,8,8,8,9,9,3,3.833333333
603,2901454,18,male,10,27,30,3,10,high,52,risky,74,9,8,8,8,8,8,9,9,3,3.833333333
604,2901454,18,male,10,28,8,7,4,high,52,safe,51,9,8,8,8,8,8,9,9,3,3.833333333
605,2901454,18,male,10,29,6,3,4,low,44,risky,54,9,8,8,8,8,8,9,9,3,3.833333333
606,2901454,18,male,10,30,21,1,4,high,78,safe,73,9,8,8,8,8,8,9,9,3,3.833333333
607,2901454,18,male,10,31,5,1,4,high,72,safe,62,9,8,8,8,8,8,9,9,3,3.833333333
608,2901454,18,male,10,32,12,7,6,high,80,safe,82,9,8,8,8,8,8,9,9,3,3.833333333
609,2901466,19,male,8,1,12,7,6,low,0,safe,34,1,3,7,9,1,3,4,8,3.166666667,2.222222222
610,2901466,19,male,8,2,17,1,2,high,8,safe,68,1,3,7,9,1,3,4,8,3.166666667,2.222222222
611,2901466,19,male,8,3,10,3,6,high,39,safe,66,1,3,7,9,1,3,4,8,3.166666667,2.222222222
612,2901466,19,male,8,4,5,1,4,high,10,safe,96,1,3,7,9,1,3,4,8,3.166666667,2.222222222
613,2901466,19,male,8,5,18,3,2,high,47,risky,35,1,3,7,9,1,3,4,8,3.166666667,2.222222222
614,2901466,19,male,8,6,26,3,6,high,53,safe,70,1,3,7,9,1,3,4,8,3.166666667,2.222222222
615,2901466,19,male,8,7,23,5,4,low,0,safe,49,1,3,7,9,1,3,4,8,3.166666667,2.222222222
616,2901466,19,male,8,8,1,1,2,high,3,safe,67,1,3,7,9,1,3,4,8,3.166666667,2.222222222
617,2901466,19,male,8,9,29,1,10,high,6,safe,100,1,3,7,9,1,3,4,8,3.166666667,2.222222222
618,2901466,19,male,8,10,32,7,10,high,81,safe,84,1,3,7,9,1,3,4,8,3.166666667,2.222222222
619,2901466,19,male,8,11,3,5,2,low,0,safe,48,1,3,7,9,1,3,4,8,3.166666667,2.222222222
620,2901466,19,male,8,12,15,5,10,high,58,safe,89,1,3,7,9,1,3,4,8,3.166666667,2.222222222
621,2901466,19,male,8,13,20,7,2,low,0,safe,58,1,3,7,9,1,3,4,8,3.166666667,2.222222222
622,2901466,19,male,8,14,4,7,2,low,0,safe,54,1,3,7,9,1,3,4,8,3.166666667,2.222222222
623,2901466,19,male,8,15,25,1,6,high,12,safe,91,1,3,7,9,1,3,4,8,3.166666667,2.222222222
624,2901466,19,male,8,16,30,3,10,high,47,safe,93,1,3,7,9,1,3,4,8,3.166666667,2.222222222
625,2901466,19,male,8,17,19,5,2,low,0,safe,50,1,3,7,9,1,3,4,8,3.166666667,2.222222222
626,2901466,19,male,8,18,16,7,10,high,42,safe,86,1,3,7,9,1,3,4,8,3.166666667,2.222222222
627,2901466,19,male,8,19,28,7,6,low,0,safe,49,1,3,7,9,1,3,4,8,3.166666667,2.222222222
628,2901466,19,male,8,20,9,1,6,high,14,safe,81,1,3,7,9,1,3,4,8,3.166666667,2.222222222
629,2901466,19,male,8,21,22,3,4,high,43,safe,59,1,3,7,9,1,3,4,8,3.166666667,2.222222222
630,2901466,19,male,8,22,13,1,10,high,17,safe,83,1,3,7,9,1,3,4,8,3.166666667,2.222222222
631,2901466,19,male,8,23,2,3,2,low,0,safe,49,1,3,7,9,1,3,4,8,3.166666667,2.222222222
632,2901466,19,male,8,24,21,1,4,high,13,safe,58,1,3,7,9,1,3,4,8,3.166666667,2.222222222
633,2901466,19,male,8,25,11,5,6,high,59,safe,65,1,3,7,9,1,3,4,8,3.166666667,2.222222222
634,2901466,19,male,8,26,6,3,4,high,32,risky,45,1,3,7,9,1,3,4,8,3.166666667,2.222222222
635,2901466,19,male,8,27,8,7,4,low,0,safe,48,1,3,7,9,1,3,4,8,3.166666667,2.222222222
636,2901466,19,male,8,28,24,7,4,low,0,safe,52,1,3,7,9,1,3,4,8,3.166666667,2.222222222
637,2901466,19,male,8,29,31,5,10,high,58,safe,82,1,3,7,9,1,3,4,8,3.166666667,2.222222222
638,2901466,19,male,8,30,7,5,4,high,56,risky,56,1,3,7,9,1,3,4,8,3.166666667,2.222222222
639,2901466,19,male,8,31,14,3,10,high,36,safe,93,1,3,7,9,1,3,4,8,3.166666667,2.222222222
640,2901466,19,male,8,32,27,5,6,high,61,risky,72,1,3,7,9,1,3,4,8,3.166666667,2.222222222
641,2901778,18,female,7,1,27,5,6,low,7,risky,70,3,5,7,10,1,4,7,9,3.111111111,3.444444444
642,2901778,18,female,7,2,6,3,4,high,68,safe,75,3,5,7,10,1,4,7,9,3.111111111,3.444444444
643,2901778,18,female,7,3,20,7,2,low,8,risky,59,3,5,7,10,1,4,7,9,3.111111111,3.444444444
644,2901778,18,female,7,4,17,1,2,high,42,safe,82,3,5,7,10,1,4,7,9,3.111111111,3.444444444
645,2901778,18,female,7,5,28,7,6,low,6,safe,61,3,5,7,10,1,4,7,9,3.111111111,3.444444444
646,2901778,18,female,7,6,4,7,2,low,7,safe,62,3,5,7,10,1,4,7,9,3.111111111,3.444444444
647,2901778,18,female,7,7,12,7,6,low,6,risky,54,3,5,7,10,1,4,7,9,3.111111111,3.444444444
648,2901778,18,female,7,8,19,5,2,low,7,safe,51,3,5,7,10,1,4,7,9,3.111111111,3.444444444
649,2901778,18,female,7,9,18,3,2,high,51,safe,71,3,5,7,10,1,4,7,9,3.111111111,3.444444444
650,2901778,18,female,7,10,11,5,6,low,5,safe,51,3,5,7,10,1,4,7,9,3.111111111,3.444444444
651,2901778,18,female,7,11,15,5,10,high,77,safe,89,3,5,7,10,1,4,7,9,3.111111111,3.444444444
652,2901778,18,female,7,12,26,3,6,high,59,safe,84,3,5,7,10,1,4,7,9,3.111111111,3.444444444
653,2901778,18,female,7,13,3,5,2,low,8,risky,59,3,5,7,10,1,4,7,9,3.111111111,3.444444444
654,2901778,18,female,7,14,1,1,2,high,32,safe,60,3,5,7,10,1,4,7,9,3.111111111,3.444444444
655,2901778,18,female,7,15,5,1,4,high,38,safe,69,3,5,7,10,1,4,7,9,3.111111111,3.444444444
656,2901778,18,female,7,16,9,1,6,high,40,safe,90,3,5,7,10,1,4,7,9,3.111111111,3.444444444
657,2901778,18,female,7,17,22,3,4,high,53,risky,71,3,5,7,10,1,4,7,9,3.111111111,3.444444444
658,2901778,18,female,7,18,14,3,10,high,54,safe,91,3,5,7,10,1,4,7,9,3.111111111,3.444444444
659,2901778,18,female,7,19,16,7,10,low,5,safe,41,3,5,7,10,1,4,7,9,3.111111111,3.444444444
660,2901778,18,female,7,20,23,5,4,low,6,risky,38,3,5,7,10,1,4,7,9,3.111111111,3.444444444
661,2901778,18,female,7,21,21,1,4,high,24,safe,80,3,5,7,10,1,4,7,9,3.111111111,3.444444444
662,2901778,18,female,7,22,13,1,10,high,29,safe,89,3,5,7,10,1,4,7,9,3.111111111,3.444444444
663,2901778,18,female,7,23,31,5,10,low,5,safe,33,3,5,7,10,1,4,7,9,3.111111111,3.444444444
664,2901778,18,female,7,24,29,1,10,high,22,safe,93,3,5,7,10,1,4,7,9,3.111111111,3.444444444
665,2901778,18,female,7,25,10,3,6,high,54,safe,75,3,5,7,10,1,4,7,9,3.111111111,3.444444444
666,2901778,18,female,7,26,8,7,4,low,5,safe,42,3,5,7,10,1,4,7,9,3.111111111,3.444444444
667,2901778,18,female,7,27,25,1,6,high,50,risky,72,3,5,7,10,1,4,7,9,3.111111111,3.444444444
668,2901778,18,female,7,28,30,3,10,high,62,safe,83,3,5,7,10,1,4,7,9,3.111111111,3.444444444
669,2901778,18,female,7,29,2,3,2,low,40,risky,46,3,5,7,10,1,4,7,9,3.111111111,3.444444444
670,2901778,18,female,7,30,24,7,4,low,10,safe,39,3,5,7,10,1,4,7,9,3.111111111,3.444444444
671,2901778,18,female,7,31,32,7,10,low,9,safe,33,3,5,7,10,1,4,7,9,3.111111111,3.444444444
672,2901778,18,female,7,32,7,5,4,low,5,safe,21,3,5,7,10,1,4,7,9,3.111111111,3.444444444
673,2901816,18,female,10,1,24,7,4,low,0,risky,71,1,4,3,6,1,3,3,7,2.722222222,3.055555556
674,2901816,18,female,10,2,2,3,2,high,57,safe,56,1,4,3,6,1,3,3,7,2.722222222,3.055555556
675,2901816,18,female,10,3,17,1,2,high,0,risky,65,1,4,3,6,1,3,3,7,2.722222222,3.055555556
676,2901816,18,female,10,4,13,1,10,high,0,safe,66,1,4,3,6,1,3,3,7,2.722222222,3.055555556
677,2901816,18,female,10,5,21,1,4,high,0,safe,58,1,4,3,6,1,3,3,7,2.722222222,3.055555556
678,2901816,18,female,10,6,6,3,4,low,0,risky,15,1,4,3,6,1,3,3,7,2.722222222,3.055555556
679,2901816,18,female,10,7,32,7,10,low,0,risky,17,1,4,3,6,1,3,3,7,2.722222222,3.055555556
680,2901816,18,female,10,8,26,3,6,high,54,safe,59,1,4,3,6,1,3,3,7,2.722222222,3.055555556
681,2901816,18,female,10,9,7,5,4,high,45,safe,40,1,4,3,6,1,3,3,7,2.722222222,3.055555556
682,2901816,18,female,10,10,19,5,2,low,0,risky,57,1,4,3,6,1,3,3,7,2.722222222,3.055555556
683,2901816,18,female,10,11,12,7,6,high,71,safe,31,1,4,3,6,1,3,3,7,2.722222222,3.055555556
684,2901816,18,female,10,12,29,1,10,high,26,safe,94,1,4,3,6,1,3,3,7,2.722222222,3.055555556
685,2901816,18,female,10,13,30,3,10,high,49,safe,84,1,4,3,6,1,3,3,7,2.722222222,3.055555556
686,2901816,18,female,10,14,8,7,4,high,66,safe,30,1,4,3,6,1,3,3,7,2.722222222,3.055555556
687,2901816,18,female,10,15,15,5,10,high,51,safe,46,1,4,3,6,1,3,3,7,2.722222222,3.055555556
688,2901816,18,female,10,16,23,5,4,high,62,risky,60,1,4,3,6,1,3,3,7,2.722222222,3.055555556
689,2901816,18,female,10,17,25,1,6,high,44,safe,70,1,4,3,6,1,3,3,7,2.722222222,3.055555556
690,2901816,18,female,10,18,9,1,6,high,56,safe,61,1,4,3,6,1,3,3,7,2.722222222,3.055555556
691,2901816,18,female,10,19,11,5,6,high,59,safe,51,1,4,3,6,1,3,3,7,2.722222222,3.055555556
692,2901816,18,female,10,20,16,7,10,high,47,safe,54,1,4,3,6,1,3,3,7,2.722222222,3.055555556
693,2901816,18,female,10,21,10,3,6,high,41,safe,54,1,4,3,6,1,3,3,7,2.722222222,3.055555556
694,2901816,18,female,10,22,1,1,2,high,17,risky,44,1,4,3,6,1,3,3,7,2.722222222,3.055555556
695,2901816,18,female,10,23,4,7,2,high,60,safe,19,1,4,3,6,1,3,3,7,2.722222222,3.055555556
696,2901816,18,female,10,24,5,1,4,high,33,risky,36,1,4,3,6,1,3,3,7,2.722222222,3.055555556
697,2901816,18,female,10,25,14,3,10,high,32,safe,47,1,4,3,6,1,3,3,7,2.722222222,3.055555556
698,2901816,18,female,10,26,28,7,6,high,46,safe,49,1,4,3,6,1,3,3,7,2.722222222,3.055555556
699,2901816,18,female,10,27,3,5,2,high,34,risky,6,1,4,3,6,1,3,3,7,2.722222222,3.055555556
700,2901816,18,female,10,28,27,5,6,high,41,risky,36,1,4,3,6,1,3,3,7,2.722222222,3.055555556
701,2901816,18,female,10,29,18,3,2,high,30,risky,33,1,4,3,6,1,3,3,7,2.722222222,3.055555556
702,2901816,18,female,10,30,20,7,2,high,66,safe,16,1,4,3,6,1,3,3,7,2.722222222,3.055555556
703,2901816,18,female,10,31,31,5,10,high,59,safe,60,1,4,3,6,1,3,3,7,2.722222222,3.055555556
704,2901816,18,female,10,32,22,3,4,high,51,safe,51,1,4,3,6,1,3,3,7,2.722222222,3.055555556
705,2901861,18,male,8,1,24,7,4,low,8,safe,30,5,2,8,10,1,4,7,10,2.722222222,3.5
706,2901861,18,male,8,2,30,3,10,high,82,safe,73,5,2,8,10,1,4,7,10,2.722222222,3.5
707,2901861,18,male,8,3,11,5,6,high,84,safe,88,5,2,8,10,1,4,7,10,2.722222222,3.5
708,2901861,18,male,8,4,4,7,2,high,100,risky,15,5,2,8,10,1,4,7,10,2.722222222,3.5
709,2901861,18,male,8,5,21,1,4,low,0,safe,9,5,2,8,10,1,4,7,10,2.722222222,3.5
710,2901861,18,male,8,6,20,7,2,low,0,risky,57,5,2,8,10,1,4,7,10,2.722222222,3.5
711,2901861,18,male,8,7,22,3,4,high,72,safe,80,5,2,8,10,1,4,7,10,2.722222222,3.5
712,2901861,18,male,8,8,6,3,4,high,74,safe,100,5,2,8,10,1,4,7,10,2.722222222,3.5
713,2901861,18,male,8,9,26,3,6,high,59,safe,84,5,2,8,10,1,4,7,10,2.722222222,3.5
714,2901861,18,male,8,10,32,7,10,high,100,safe,100,5,2,8,10,1,4,7,10,2.722222222,3.5
715,2901861,18,male,8,11,23,5,4,high,78,risky,64,5,2,8,10,1,4,7,10,2.722222222,3.5
716,2901861,18,male,8,12,7,5,4,high,87,safe,60,5,2,8,10,1,4,7,10,2.722222222,3.5
717,2901861,18,male,8,13,2,3,2,high,75,safe,26,5,2,8,10,1,4,7,10,2.722222222,3.5
718,2901861,18,male,8,14,31,5,10,high,63,safe,95,5,2,8,10,1,4,7,10,2.722222222,3.5
719,2901861,18,male,8,15,9,1,6,high,36,risky,78,5,2,8,10,1,4,7,10,2.722222222,3.5
720,2901861,18,male,8,16,3,5,2,low,0,safe,65,5,2,8,10,1,4,7,10,2.722222222,3.5
721,2901861,18,male,8,17,25,1,6,high,0,safe,100,5,2,8,10,1,4,7,10,2.722222222,3.5
722,2901861,18,male,8,18,16,7,10,high,81,risky,100,5,2,8,10,1,4,7,10,2.722222222,3.5
723,2901861,18,male,8,19,13,1,10,high,100,safe,0,5,2,8,10,1,4,7,10,2.722222222,3.5
724,2901861,18,male,8,20,17,1,2,high,11,safe,68,5,2,8,10,1,4,7,10,2.722222222,3.5
725,2901861,18,male,8,21,19,5,2,high,85,risky,40,5,2,8,10,1,4,7,10,2.722222222,3.5
726,2901861,18,male,8,22,29,1,10,high,22,safe,100,5,2,8,10,1,4,7,10,2.722222222,3.5
727,2901861,18,male,8,23,5,1,4,high,74,safe,20,5,2,8,10,1,4,7,10,2.722222222,3.5
728,2901861,18,male,8,24,8,7,4,high,56,safe,78,5,2,8,10,1,4,7,10,2.722222222,3.5
729,2901861,18,male,8,25,27,5,6,high,73,safe,75,5,2,8,10,1,4,7,10,2.722222222,3.5
730,2901861,18,male,8,26,12,7,6,high,79,safe,83,5,2,8,10,1,4,7,10,2.722222222,3.5
731,2901861,18,male,8,27,10,3,6,high,83,safe,93,5,2,8,10,1,4,7,10,2.722222222,3.5
732,2901861,18,male,8,28,14,3,10,high,100,safe,30,5,2,8,10,1,4,7,10,2.722222222,3.5
733,2901861,18,male,8,29,1,1,2,high,14,risky,0,5,2,8,10,1,4,7,10,2.722222222,3.5
734,2901861,18,male,8,30,28,7,6,high,76,safe,93,5,2,8,10,1,4,7,10,2.722222222,3.5
735,2901861,18,male,8,31,15,5,10,high,86,safe,24,5,2,8,10,1,4,7,10,2.722222222,3.5
736,2901861,18,male,8,32,18,3,2,high,8,safe,31,5,2,8,10,1,4,7,10,2.722222222,3.5
737,2901956,18,female,5,1,8,7,4,high,100,risky,78,2,5,7,10,1,3,5,10,1.777777778,3.111111111
738,2901956,18,female,5,2,23,5,4,high,76,risky,40,2,5,7,10,1,3,5,10,1.777777778,3.111111111
739,2901956,18,female,5,3,7,5,4,high,72,safe,49,2,5,7,10,1,3,5,10,1.777777778,3.111111111
740,2901956,18,female,5,4,18,3,2,high,48,safe,33,2,5,7,10,1,3,5,10,1.777777778,3.111111111
741,2901956,18,female,5,5,19,5,2,high,77,risky,43,2,5,7,10,1,3,5,10,1.777777778,3.111111111
742,2901956,18,female,5,6,6,3,4,high,52,safe,49,2,5,7,10,1,3,5,10,1.777777778,3.111111111
743,2901956,18,female,5,7,5,1,4,high,48,safe,73,2,5,7,10,1,3,5,10,1.777777778,3.111111111
744,2901956,18,female,5,8,25,1,6,high,34,risky,81,2,5,7,10,1,3,5,10,1.777777778,3.111111111
745,2901956,18,female,5,9,9,1,6,high,77,risky,76,2,5,7,10,1,3,5,10,1.777777778,3.111111111
746,2901956,18,female,5,10,15,5,10,high,78,risky,92,2,5,7,10,1,3,5,10,1.777777778,3.111111111
747,2901956,18,female,5,11,24,7,4,high,100,safe,49,2,5,7,10,1,3,5,10,1.777777778,3.111111111
748,2901956,18,female,5,12,17,1,2,high,28,safe,66,2,5,7,10,1,3,5,10,1.777777778,3.111111111
749,2901956,18,female,5,13,16,7,10,high,100,risky,51,2,5,7,10,1,3,5,10,1.777777778,3.111111111
750,2901956,18,female,5,14,2,3,2,high,60,risky,53,2,5,7,10,1,3,5,10,1.777777778,3.111111111
751,2901956,18,female,5,15,22,3,4,high,60,risky,56,2,5,7,10,1,3,5,10,1.777777778,3.111111111
752,2901956,18,female,5,16,21,1,4,high,26,risky,69,2,5,7,10,1,3,5,10,1.777777778,3.111111111
753,2901956,18,female,5,17,26,3,6,high,53,risky,71,2,5,7,10,1,3,5,10,1.777777778,3.111111111
754,2901956,18,female,5,18,14,3,10,high,68,risky,86,2,5,7,10,1,3,5,10,1.777777778,3.111111111
755,2901956,18,female,5,19,3,5,2,high,71,safe,41,2,5,7,10,1,3,5,10,1.777777778,3.111111111
756,2901956,18,female,5,20,11,5,6,high,63,safe,43,2,5,7,10,1,3,5,10,1.777777778,3.111111111
757,2901956,18,female,5,21,32,7,10,high,62,safe,62,2,5,7,10,1,3,5,10,1.777777778,3.111111111
758,2901956,18,female,5,22,20,7,2,high,76,risky,24,2,5,7,10,1,3,5,10,1.777777778,3.111111111
759,2901956,18,female,5,23,30,3,10,high,55,safe,72,2,5,7,10,1,3,5,10,1.777777778,3.111111111
760,2901956,18,female,5,24,10,3,6,high,51,safe,62,2,5,7,10,1,3,5,10,1.777777778,3.111111111
